"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"5221","Savosa","2230","6.139933365","3013.513514","33.3632287","20.22421525","58.02690583","21.74887892","4.502476362","2.701485817","9.905447996","9.45520036","997","2.202607823","0.73","72.97297297","6","12.16216216","-5","13.51351351","1.351351351","1179","X","151","1027","234","X","26","207","1.705029838","3.571428571","1.9891500900000001","15.8655520724","25.0435388366","13.4447927551","14.925113201","*","0.81853012889999999","*","0.12190874259999999","6.0083594566","21.612678509199998"
"5222","Sessa","682","3.647416413","236.8055556","19.79472141","17.15542522","57.91788856","24.92668622","2.888086643","4.332129964","8.664259928","8.664259928","316","2.151898734","2.85","13.38028169","9","26.4084507","4","59.50704225","0.704225352","108","23","19","66","55","8","8","39","1.669758813","1.424501425","1.8492176389999999","17.239819004499999","20.1357466063","18.778280543000001","12.081447963800001","*","2.0814479638000001","*","0.7692307692","5.2941176471000002","20"
"5225","Sorengo","1779","4.27901524","2092.941176","33.5019674","22.42833052","57.22315908","20.3485104","2.807411567","1.68444694","6.73778776","6.73778776","697","2.291248207","0.87","60.91954023","9","20.68965517","-8","17.24137931","1.149425287","1214","X","76","1138","165","X","13","152","1.201923077","0","0.78519349400000005","21.953716977300001","24.431701822699999","15.2774933443","15.379889412200001","*","1.1058775343","*","1.2697112430999999","3.0718820397000002","16.301454024200002"
"5226","Capriasca","6660","5.966587112","183.0676196","10.6006006","20.43543544","59.33933934","20.22522523","4.523863379","1.50795446","8.896931313","6.936590515","2819","2.328130543","36.26","7.142857143","68","21.01489244","-296","65.08549366","6.756756757","1427","76","225","1126","458","33","82","343","0.348270258","4.138565297","1.5901862790000001","17.5557659933","19.523358585899999","19.8968855219","8.3806818181999994","*","0.74705387209999996","*","0.92066498320000001","4.6717171717000001","24.337121212100001"
"5227","Torricella-Taverne","3053","2.829235433","581.5238095","27.51392073","20.79921389","60.1375696","19.06321651","4.249060304","1.307403171","8.171269815","7.51756823","1251","2.416466827","5.22","20.07648184","34","8.79541109","-44","69.59847036","1.529636711","1713","57","843","813","313","10","86","217","1.474719101","4.8828125","2.1526418789999999","22.1529991307","15.184004636299999","13.735149232099999","11.1996522747","*","1.2170385396000001","*","0.73891625620000001","3.1150391191","30.498406259100001"
"5230","Vernate","583","7.366482505","386.0927152","16.80960549","19.38250429","63.46483705","17.15265866","1.716738197","1.716738197","3.433476395","5.150214592","266","2.176691729","1.51","18.54304636","6","4.635761589","-2","74.83443709","1.986754967","60","X","9","47","43","X","6","34","2.107728337","6.884681584","X","27.827897293500001","16.793893129800001","15.614156835499999","13.6016655101","*","1.2491325468000001","*","6.93962526E-2","3.5392088827000001","16.099930603699999"
"5231","Vezia","1947","2.097535396","1400.719424","24.70467386","20.59578839","59.06522856","20.33898305","3.573251659","1.020929045","4.594180704","7.656967841","847","2.279811098","1.38","60.14492754","18","16.66666667","-9","23.1884058","0","1106","10","150","946","214","X","18","192","0.944386149","1.5","2.2831050230000001","28.4134325357","16.9113211341","14.5183993565","10.557007842299999","*","1.2467323547","*","0.1608686909","2.9358536095000001","23.808566257799999"
"5233","Vico Morcote","382","7.00280112","193.9086294","44.5026178","20.41884817","57.59162304","21.9895288","2.617801047","0","7.853403141","2.617801047","178","2.140449438","1.89","15.95744681","6","13.29787234","-3","70.74468085","0","149","5","X","141","36","X","X","32","1.70212766","13.29787234","1.5706806280000001","34.8329048843","11.8251928021","10.9254498715","13.881748072000001","*","3.2133676093000001","*","0.2570694087","3.7275064267000002","20.1799485861"
"5236","Collina d'Oro","4911","13.41801386","798.5365854","35.81755243","24.12950519","54.97861943","20.89187538","2.299571444","1.045259747","4.808194836","6.689662381","1989","2.322272499","6.12","38.5620915","35","11.4379085","-21","48.36601307","1.633986928","2257","13","649","1595","365","6","38","321","2.203269367","8.777563691","0.73024054999999999","33.606426980599998","14.8027362393","11.406299713599999","13.3550747693","*","1.4874323894000001","*","0.1670378619","3.0623608018000001","20.601336302899998"
"5237","Alto Malcantone","1405","6.762917933","63.68993654","8.825622776","18.93238434","59.64412811","21.42348754","4.966300106","0.709471444","5.67577155","9.932600213","602","2.313953488","21.95","3.465572275","21","15.45827633","-125","68.35385317","12.72229822","176","22","38","116","96","10","15","71","0.825688073","0.703729768","2.4752475249999999","18.137254901999999","20.9893048128","20.788770053499999","10.316399286999999","*","0.75757575759999995","*","0.49019607840000001","6.0828877004999997","19.073083779000001"
"5238","Monteceneri","4502","10.34313725","124.7782705","19.61350511","20.03553976","62.83873834","17.1257219","6.552364312","2.402533581","10.70219504","6.333952168","1926","2.310488058","36.97","8.98511502","76","8.49797023","-192","77.32070365","5.196211096","2777","33","1000","1744","409","16","102","291","0.119000397","3.83549968","2.062298604","28.176752217299999","21.003060984200001","11.3256416294","10.211129424699999","*","0.5572561023","*","0.15697354999999999","2.4723334118000002","24.024801820899999"
"5242","Balerna","3345","-0.119438638","1322.134387","25.65022422","16.86098655","58.53512706","24.6038864","3.268945022","2.377414562","8.618127786","10.40118871","1568","2.084183673","2.59","81.85328185","21","10.42471042","-21","5.405405405","2.316602317","4270","X","1164","3102","546","X","93","450","2.160168599","0.884955752","3.958641064","21.795138167499999","21.712029918999999","16.5385414502","7.0122584666999996","*","0.56098067730000001","*","1.0700186994000001","4.0619156451","24.890920423899999"
"5249","Castel San Pietro","2130","6.5","180.2030457","11.45539906","19.01408451","57.55868545","23.42723005","3.754987092","2.816240319","8.448720958","9.387467731","939","2.244941427","11.8","9.06779661","12","20.84745763","-29","68.22033898","1.86440678","1351","71","820","460","193","33","38","122","2.032520325","19.08396947","1.360863444","16.515750541999999","26.705777324300001","13.5186838413","9.5013391149000004","*","0.45912511160000002","*","0.91825022320000005","4.4254559366999997","26.170131360799999"
"5250","Chiasso","8182","5.751583301","1529.345794","41.57907602","15.85186996","58.23759472","25.91053532","3.27015079","2.422333919","7.630351844","10.17380246","4199","1.879018814","5.3","36.41509434","13","14.1509434","-11","48.67924528","0.754716981","10631","21","1245","9365","2057","11","209","1837","5.607122561","0.367017372","6.9019325409999999","22.872867363800001","14.006604292800001","16.3181067694","7.8205833792000004","*","0.52283984589999999","*","0.32471106220000001","3.8359933957000001","32.212438084799999"
"5251","Coldrerio","2927","9.175680716","1189.837398","20.77212163","15.9890673","59.8223437","24.188589","4.46812167","0.687403334","6.530331672","5.842928338","1298","2.231895223","2.47","43.14516129","21","42.74193548","-18","14.11290323","0","884","22","102","760","162","6","25","131","2.310654686","4.197271773","1.8326417699999999","28.940846891500001","14.459648744700001","14.0071113027","9.2015946556999992","*","0.49563624610000001","*","1.0451459971999999","3.1354379915999999","27.529361060199999"
"5254","Mendrisio","14914","4.932104412","469.4365754","22.31460373","17.57409146","59.17258951","23.25331903","3.397282174","1.598721023","7.394084732","9.325872635","6845","2.144631118","31.97","21.13337508","138","16.46837821","-90","61.30244208","1.095804634","16231","164","6498","9569","1972","59","303","1610","3.16631872","11.38037221","1.978821972","21.8084169748","28.950959676","13.0898925867","8.6392850853999992","*","0.53266420140000004","*","0.4842401831","4.5936784644999999","20.316076774100001"
"5257","Morbio Inferiore","4572","1.464713715","2023.00885","24.32195976","18.7664042","58.15835521","23.07524059","2.617515542","0.872505181","7.416294034","8.288799215","2017","2.244918195","2.31","57.14285714","28","20.77922078","-27","20.34632035","1.731601732","1594","9","268","1317","322","5","51","266","3.162393162","1.726742931","4.6334566019999999","16.384925558300001","21.580334987600001","14.5238833747","11.871898263","*","1.0390818858999999","*","0.3256823821","3.9702233251000001","28.512717121600001"
"5260","Novazzano","2365","-1.663201663","452.1988528","16.78646934","17.08245243","57.8858351","25.03171247","2.099517111","3.7791308","7.5582616","9.237875289","1009","2.310208127","5.17","27.65957447","38","40.03868472","-26","31.14119923","1.160541586","1864","55","868","941","250","20","46","184","3.228346457","1.25","2.3352794000000001","21.6281476371","25.3650684144","10.9922961941","8.0487524433999997","*","0.67839484880000001","*","0.21846613770000001","3.0700241463000002","28.665056916200001"
"5263","Riva San Vitale","2617","5.100401606","430.4276316","18.07413068","17.84486053","60.64195644","21.51318303","3.432494279","1.525553013","6.483600305","11.06025934","1140","2.278947368","5.94","16.18887015","17","10.28667791","-9","72.17537943","1.349072513","918","47","351","520","231","8","64","159","2.893436838","2.298850575","1.9794442329999999","14.055103774699999","31.5572278189","12.756402476","9.4793057409999992","*","0.60686976569999995","*","8.4961767199999996E-2","2.5488530160999998","26.957154994500002"
"5266","Stabio","4616","6.334945865","750.5691057","23.76516464","20.84055459","60.44194107","18.71750433","4.760359191","1.298279779","8.006058639","6.924158823","1896","2.411919831","6.18","35.33225284","80","34.19773096","-69","28.68719611","1.782820097","6223","55","3195","2973","549","16","115","418","1.99556541","3.682842288","1.8586557159999999","17.318524395099999","20.023800079299999","15.8746529155","9.9642998810000005","*","0.34906783019999998","*","0.39666798889999999","4.1967473225000003","30.0039666799"
"5268","Vacallo","3383","11.02723991","2062.804878","29.91427727","18.2973692","58.79396985","22.90866095","4.41826215","2.35640648","9.425625921","9.720176731","1527","2.189259987","1.59","52.4691358","22","12.96296296","-19","33.33333333","1.234567901","540","X","82","458","201","X","25","176","3.831624393","18.42644048","2.964484884","21.020209661700001","23.657192261999999","13.066032638099999","9.9319139738000004","*","1.1996109370000001","*","0.1837241976","3.0260456067999999","26.207716416299998"
"5269","Breggia","2033","3.724489796","79.7254902","12.44466306","17.11756026","58.87850467","24.00393507","3.421309873","1.955034213","8.308895406","10.26392962","905","2.226519337","25.53","4.070450098","9","13.42465753","-105","81.80039139","0.704500979","272","58","32","182","122","30","14","78","0.835073069","2.44140625","0.63137445400000003","25.003417635000002","23.950786055999998","16.883116883100001","6.9583048529999996","*","0.5878332194","*","0.2460697198","4.1148325358999998","20.1640464798"
"5281","Biasca","6126","0.756578947","103.8305085","35.01469148","19.27848515","57.8517793","22.86973555","2.926353439","1.138026337","7.96618436","9.42936108","2649","2.284635712","59.13","5.548037889","42","10.47023004","-173","46.61705007","37.364682","3117","76","787","2254","529","32","92","405","1.274074074","5.025940337","3.610751295","25.074183976299999","18.998516320499998","19.666172106800001","8.8798219584999991","*","0.71216617209999999","*","1.2388724036000001","1.4391691394999999","21.609792284899999"
"5287","Riviera","4192","8.460543338","48.41764842","31.27385496","19.94274809","61.45038168","18.60687023","5.285920231","1.68188371","8.169149447","6.006727535","1748","2.374713959","86.18","4.003713589","77","7.044214924","-80","65.31275386","23.63931763","1288","50","824","414","243","19","71","153","1.018149624","9.033203125","2.008712488","20.472864051599998","29.437578362899998","14.176965789","7.2452086692000002","*","0.49256672039999999","*","0.50152247900000002","1.8448862618999999","22.738670965400001"
"5304","Bosco/Gurin","50","4.166666667","2.271694684","10","8","66","26","19.04761905","0","0","0","28","1.75","22.09","0.634057971","5","24.27536232","-80","30.93297101","44.1576087","59","13","15","31","20","X","X","13","0","0","X","3.9215686275000001","42.647058823499997","9.8039215685999999","0","*","2.4509803922","*","3.9215686275000001","0.49019607840000001","14.215686274499999"
"5307","Campo (Vallemaggia)","53","8.163265306","1.223735858","20.75471698","5.660377359","64.1509434","30.18867925","0","0","18.34862385","18.34862385","32","1.53125","43.31","0.807568067","8","8.537148131","-162","49.93077988","40.72450392","36","8","15","13","18","X","8","7","1.041666667","0","X","11.445783132500001","28.313253012000001","15.0602409639","16.8674698795","*","9.6385542168999994","*","0","0","7.2289156627000004"
"5309","Cerentino","49","-18.33333333","2.437810945","12.24489796","12.24489796","61.2244898","26.53061224","0","0","0","20","27","1.777777778","20.1","1.342615614","1","5.022376927","-36","71.90452511","21.73048235","26","10","9","7","12","X","X","5","0.64516129","0","X","29.655172413799999","7.5862068966000002","23.448275862100001","4.8275862069000004","*","0","*","0","1.3793103447999999","11.724137931"
"5310","Cevio","1177","-2.161263508","7.77924653","15.5480034","17.33220051","58.19881054","24.46898896","3.398470688","1.699235344","7.646559048","12.74426508","534","2.119850187","151.32","0.951625694","17","5.96087761","-163","37.12661909","55.96087761","631","24","201","406","138","9","38","91","1.412639405","3.375527426","1.6142735770000001","20.606754436199999","32.026330852900003","11.5054378935","8.7292501430999998","*","0.57240984539999995","*","1.2306811677","3.7492844876999998","15.082999427600001"
"5315","Linescio","48","0","7.207207207","12.5","2.083333333","77.08333333","20.83333333","0","0","21.50537634","0","29","1.620689655","6.6","1.517450683","-3","2.731411229","-12","69.65098634","26.10015175","14","X","X","10","5","X","X","X","2.272727273","0","X","43.076923076900002","4.6153846154","20.512820512800001","14.871794871800001","*","0","*","0.51282051279999996","4.6153846154","10.7692307692"
"5317","Maggia","2586","5.68042501","23.26585695","10.75019335","19.64423821","58.50734725","21.84841454","4.248744689","3.089996138","7.724990344","6.952491309","1146","2.238219895","111.11","2.11502115","42","4.572045721","-110","69.94869949","23.36423364","654","45","202","407","235","19","52","164","0.162535555","5.417956656","1.157407407","27.242569002100002","24.562101910799999","13.6146496815","9.5010615710999993","*","0.61040339700000001","*","0.35828025479999998","2.1762208068","18.3917197452"
"5323","Lavizzara","526","-1.682242991","2.804884552","6.653992395","15.58935361","55.70342205","28.70722433","1.826484018","1.826484018","5.479452055","10.95890411","237","2.185654008","187.48","0.757292944","23","10.84742147","-363","35.07012959","53.32515599","222","52","76","94","77","23","20","34","0.773480663","0","1.054481547","15.196328403900001","40.438551759299997","8.6690464048999996","8.0571137175","*","0","*","0.15298317189999999","2.1417644059000001","19.275879653200001"
"5324","Avegno Gordevio","1479","7.798833819","54.13616398","9.668695064","21.56862745","58.68830291","19.74306964","5.409060176","0","12.84651792","10.81812035","599","2.434056761","27.33","3.694220922","22","9.290416972","-57","66.53255304","20.48280907","419","44","105","270","121","9","28","84","0.415800416","5.464480874","1.893171062","19.2350455859","26.728930397999999","18.656882366000001","11.429842117","*","0.82277073599999995","*","0.77829664220000006","3.4022681788","14.720925061200001"
"5396","Terre di Pedemonte","2598","2.972651605","224.1587575","12.24018476","19.20708237","58.23710547","22.55581216","3.457548982","0.768344218","5.378409528","6.146753746","1100","2.310909091","11.4","10.88674276","20","5.882352941","-8","69.88586479","13.34503951","641","22","193","426","238","14","49","175","0.939518497","3.819709702","0.95858895700000002","22.241190098800001","17.7661260822","21.8144128765","10.681624192199999","*","1.8900134129999999","*","0.7316180954","3.9385440799999998","18.448969637800001"
"5397","Centovalli","1151","2.584670232","21.51401869","9.817549957","13.72719374","57.51520417","28.75760209","2.570694087","1.713796058","3.427592117","8.568980291","543","2.055248619","51.38","2.469856087","17","4.745235317","-45","77.75184753","15.03306107","403","38","80","285","128","19","23","86","0.851581509","2.564102564","1.690617075","22.1049629207","15.801483171699999","17.683970336600002","10.0114090131","*","1.6257843697000001","*","0.285225328","3.5082715345","24.871648602400001"
"5398","Gambarogno","5137","5.09410802","99.16988417","21.1018104","16.85808838","59.52890792","23.6130037","4.469925177","2.526479448","8.162472063","10.10591779","2366","2.15046492","51.59","8.407421724","84","9.2578276","-112","75.78275995","6.551990723","2158","79","770","1309","537","25","123","389","1.687829049","6.230529595","1.882033372","25.6583493282","19.715930902099998","15.4548944338","13.696737044100001","*","1.2898272553000001","*","0.52207293669999999","3.5086372360999998","17.389635316700002"
"5401","Aigle","10131","9.465153971","617.3674589","40.23294838","22.6828546","60.30993979","17.00720561","4.57893689","1.791757914","13.53772646","7.56520008","4364","2.294683776","16.5","25.50091075","80","33.94049787","-85","37.2191864","3.339404979","6058","249","1411","4398","823","44","151","628","1.974723539","2.112251056","8.0614396149999994","34.994843588899997","3.0852526641","18.227913372300002","21.232955196500001","1.3779076428999999","2.4435659448","1.1831098889","2.7328979031","9.6797295748999996","2.0281883809000001"
"5402","Bex","7747","19.18461538","80.22160091","33.08377436","23.23480057","59.09384278","17.67135665","4.689026376","1.823510257","11.33181374","7.945294692","3310","2.282779456","96.63","4.637681159","60","26.75983437","-130","33.5610766","35.04140787","2639","211","797","1631","524","48","110","366","0.992255566","3.123302553","7.6366982119999998","19.164230438499999","3.7764402408","26.6655202064","30.582975064500001","0.66723989679999995","3.0232158212","1.747205503","2.8925193464999999","8.2889079966000008","0.92519346520000001"
"5403","Chessel","402","14.85714286","113.2394366","15.92039801","22.63681592","62.43781095","14.92537313","0","5.018820577","7.528230866","10.03764115","155","2.529032258","3.53","10.98591549","14","61.97183099","-12","20.84507042","6.197183099","122","90","X","28","33","16","X","14","5.263157895","0","2.2784810129999999","24.499089253200001","3.0965391621","12.021857923500001","31.284153005499999","0.2276867031","1.9125683060000001","3.5974499088999998","1.5027322404000001","18.442622950800001","0.27322404369999997"
"5404","Corbeyrier","437","12.33933162","19.86363636","8.466819222","18.99313501","50.80091533","30.20594966","2.28050171","0","6.841505131","15.96351197","202","2.118811881","22.03","2.272727273","6","36.22727273","-52","54.36363636","7.136363636","104","11","6","87","20","X","X","15","5.211726384","9.237875289","3.636363636","17.1438927148","1.8122508154999999","18.629938383500001","36.8974266038","0.90612540779999995","1.4135556360999999","0.65241029360000002","2.2471910112","15.1504168177","0.25371511419999998"
"5405","Gryon","1364","14.62184874","89.61892247","31.74486804","20.01466276","59.75073314","20.23460411","3.650967506","1.460387003","6.571741512","8.762322015","632","2.07278481","15.22","11.22047244","25","28.2808399","-39","52.23097113","8.267716535","371","11","98","262","124","6","20","98","0.805008945","5.524861879","3.4181818179999999","28.943686603700002","8.5869185029999997","15.355019237500001","25.9706190976","0.40223854489999999","4.1622945085999996","2.3784540049","2.8156698146000001","8.6044071354000007","0.73452256029999996"
"5406","Lavey-Morcles","925","7.433217189","65.14084507","17.94594595","20.86486486","61.2972973","17.83783784","4.321988115","7.5634792","12.96596434","11.88546732","443","2.085778781","14.16","5.162659123","7","18.38755304","-11","63.15417256","13.29561528","331","9","56","266","43","X","12","27","1.841620626","18.66081229","7.8833693309999999","23.537837192600001","3.8911434709999999","20.100262592499998","35.2112676056","1.3845786583999999","2.6020529958999998","3.7956552876999998","0.83552160419999999","6.9706373835999997","0.2148484125"
"5407","Leysin","4032","5.027350873","217.1243942","57.73809524","24.05753968","63.21924603","12.72321429","2.681618723","0.487567041","6.825938567","6.825938567","1294","2","18.54","7.717215327","25","34.9703184","-46","37.29087965","20.02158662","1426","40","123","1263","210","12","24","174","5.531914894","4.024621212","2.2770853309999999","37.678778507899999","3.5659064554","18.718592964799999","21.211828372599999","0.21260146890000001","2.8604561267999999","0.69578662540000003","3.2276768458","9.4994201777999994","0.85040587550000002"
"5408","Noville","1054","51.43678161","101.4436959","25.33206831","24.76280835","62.04933586","13.18785579","2.840909091","0","9.46969697","3.787878788","388","2.68556701","10.4","8.518877057","20","41.62633107","-13","35.14036786","14.71442401","575","93","203","279","91","21","15","55","3.99113082","3.887269193","1.6068052930000001","32.736196319000001","3.9263803680999998","16.8343558282","30.8220858896","0.83435582819999998","2.4049079755","0.80981595090000003","1.0061349692999999","8.1963190184000005","0.61349693250000004"
"5409","Ollon","7497","7.008278618","125.8942065","34.73389356","26.47725757","55.56889422","17.95384821","2.8","1.333333333","5.333333333","5.2","3068","2.240547588","59.53","10.58823529","128","40.10084034","-222","45.56302521","3.74789916","2665","230","252","2183","546","66","63","417","2.091002798","1.750605979","1.599360256","32.612901275600002","3.8238316909000001","15.506922193299999","25.4881808839","0.80103984039999998","3.4459827096","1.2998004957","3.2495012392999998","10.3772444229","0.90381476329999999"
"5410","Ormont-Dessous","1115","9.206660137","17.39198253","15.33632287","17.30941704","61.43497758","21.25560538","2.703920685","2.703920685","5.40784137","10.81568274","578","1.922145329","64.09","3.202124336","22","38.94095595","-216","45.4076851","12.44923461","375","79","38","258","120","34","18","68","0","10.72386059","3.170289855","29.468150896699999","3.1849103277999999","14.223871366699999","31.849103277699999","0.32467532469999999","2.5355596783999999","3.8961038961000001","2.4273345702000002","6.4007421149999999","0.74211502780000005"
"5411","Ormont-Dessus","1468","0.754975978","23.83503816","24.79564033","16.48501362","56.53950954","26.97547684","2.716468591","0.679117148","9.507640068","12.22410866","687","2.100436681","61.61","3.583590076","34","33.51710718","-133","32.85227826","30.04702449","711","45","123","543","219","24","42","153","1.835273053","2.700877785","0.947867299","47.897553516800002","1.7074413863","12.3598369011","23.534658511699998","0.22935779819999999","2.0642201834999998","1.5545361875999999","1.6055045872","6.9444444444000002","0.21661569829999999"
"5412","Rennaz","843","26.19760479","384.9315068","29.41874259","23.36892052","63.22657177","13.40450771","4.716981132","2.358490566","14.1509434","4.716981132","333","2.528528529","2.18","30.76923077","14","66.96832579","-16","1.809954751","0.452488688","650","7","71","572","59","X","11","45","6.631299735","2.383790227","3.6342321219999998","29.358520267599999","2.4006296734000001","20.661157024800001","27.941755214499999","3.2270759543","2.9122392759000002","1.8496654859999999","2.3219205036999999","6.9264069264000003","0.74773711139999999"
"5413","Roche (VD)","1647","64.7","255.3488372","31.57255616","26.10807529","60.47358834","13.41833637","4.278728606","3.056234719","17.72616137","5.501222494","663","2.478129713","6.42","17.16068643","10","51.1700468","-9","29.95319813","1.716068643","590","49","290","251","90","10","28","52","3.346720214","25.50686723","7.3230769230000003","24.824952259700002","1.6974326331","33.333333333299997","28.7714831318","1.9520475281","0.89115213240000002","1.3155102907","1.3579461065","3.96774878","8.4871631700000005E-2"
"5414","Villeneuve (VD)","5673","15.09433962","177.3921201","39.99647453","22.21047065","60.88489335","16.904636","4.801707274","2.489774142","12.09318869","7.469322426","2448","2.296160131","32.02","8.185496421","51","26.64176782","-111","55.05757859","10.11515717","2848","38","1015","1795","370","9","78","283","2.591568763","1.089324619","7.1415754529999997","31.097048776400001","5.0512404099000001","19.600156801299999","26.930615444899999","0.86800694410000001","2.5592204738","1.1816094529000001","1.4672117377","7.5936607492999997","0.78400627209999996"
"5415","Yvorne","1051","7.026476578","86.14754098","17.3168411","20.07611798","62.41674596","17.50713606","9.483167378","1.896633476","20.86296823","7.586533902","456","2.25877193","12.18","9.664209664","13","47.42014742","-22","39.55773956","3.357903358","483","197","39","247","117","34","17","66","11.61904762","1.947419669","3.6862003780000001","44.810819024499999","2.7503418932999999","13.022337030799999","21.683634705999999","1.5347211670000001","2.1425315301999999","0.94210606289999999","1.4435496125","8.6612976751000001","0.68378665859999999"
"5421","Apples","1440","15.84875302","111.8012422","16.94444444","24.09722222","55.83333333","20.06944444","2.103049422","3.505082369","10.51524711","13.319313","565","2.488495575","12.93","6.32228219","15","46.02929838","-17","47.64841943","0","487","62","74","351","110","19","13","78","0.801282051","27.79809802","1.2031139420000001","29.391257709800001","3.7141324752","21.4668812014","17.337087691099999","0.8849557522","11.946902654900001","1.7833199249","1.2603915259","10.364709037300001","0.6167873425"
"5422","Aubonne","3263","10.64767718","347.8678038","31.47410359","22.70916335","61.56910818","15.72172847","3.056234719","2.750611247","8.557457213","4.88997555","1359","2.386313466","9.39","17.8533475","42","63.65568544","-50","17.4282678","1.062699256","2962","121","768","2073","377","24","44","309","0.877742947","1.851851852","1.737275221","31.597559284399999","4.1672444875999997","19.317709055600002","19.920954097900001","1.9830814033999999","5.2350575509999997","2.4407155733999999","1.8097351268999999","10.2829011233","0.54084038270000001"
"5423","Ballens","524","19.90846682","62.01183432","21.5648855","23.28244275","58.96946565","17.7480916","0","1.936108422","3.872216844","7.744433688","210","2.495238095","8.41","5.660377359","3","63.91509434","-4","29.36320755","1.061320755","280","86","48","146","32","14","8","10","0.434782609","0","1.7681728880000001","25.512605042000001","2.6890756303000001","16.705882352900002","32.941176470599999","0.53781512610000004","4.5378151260999999","5.0084033613000001","2.3865546218000002","5.7815126049999996","0.53781512610000004"
"5424","Berolle","301","6.737588653","31.32154006","14.95016611","26.24584718","61.79401993","11.96013289","0","0","16.58374793","3.316749585","109","2.76146789","9.63","2.606882169","1","35.55787278","-3","61.52241919","0.31282586","46","19","10","17","25","8","6","11","0.8","0","1.986754967","15.019762845800001","1.5151515151999999","27.931488801099999","33.728590250300002","0","2.2397891962999998","2.5691699605","1.185770751","8.7615283267000006","0.26350461130000002"
"5425","Bière","1572","6.216216216","62.72944932","29.13486005","21.81933842","60.30534351","17.87531807","4.482869036","2.561639449","10.88696766","8.32532821","674","2.326409496","25.03","6.728073688","38","38.32599119","-60","51.4617541","3.484181017","544","70","114","360","105","20","27","58","3.149606299","8.939974457","4.3197936820000002","27.705237880799999","1.8159987993","19.8409125019","31.4122767522","0.33018159990000001","3.3918655260000001","2.5063785082000001","2.4613537445999998","6.4085246886","0.69037970879999999"
"5426","Bougy-Villars","481","7.366071429","271.7514124","34.0956341","23.28482328","57.7962578","18.91891892","6.29590766","0","2.098635887","6.29590766","194","2.479381443","1.78","38.76404494","36","38.20224719","-35","22.47191011","0.561797753","147","47","23","77","28","X","X","23","1.276595745","0","X","29.1099000908","5.1771117165999998","15.0772025431","30.744777474999999","0","8.5376930063999996","0.99909173480000002","0.6811989101","7.6748410535999998","0.18165304269999999"
"5427","Féchy","896","15.16709512","331.8518519","30.24553571","25.89285714","59.04017857","15.06696429","3.355704698","0","7.829977629","7.829977629","342","2.619883041","2.69","22.87822878","17","70.11070111","-18","6.642066421","0.36900369","223","48","34","141","58","14","X","41","3.367875648","4.672897196","X","42.3654423654","3.0492030492","11.642411642400001","24.7863247863","0.87780087780000005","4.1580041579999998","1.9404019403999999","0.41580041579999999","8.1312081311999993","0.18480018479999999"
"5428","Gimel","2016","14.09168081","106.779661","24.05753968","23.80952381","58.68055556","17.50992063","3.5291152","2.520796572","9.579026973","15.12477943","809","2.383189122","18.91","5.702217529","14","32.04857445","-13","61.56282999","0.686378036","620","63","110","447","120","20","29","71","3.141928494","6.272869838","2.8703229110000001","37.227182539700003","4.1294642857000001","12.6736111111","26.463293650800001","1.8601190476","3.8938492063000001","2.2569444444000002","0.53323412699999995","7.2172619048","0.43402777780000001"
