Ortschaftsname;PLZ;Gemeindename;Kantonskürzel
Linden;3673;Linden;BE
Linescio;6682;Linescio;TI
Linthal;8783;Glarus Süd;GL
Lipperswil;8564;Wäldi;TG
Lippoldswilen;8566;Kemmental;TG
Littenheid;9573;Sirnach;TG
Litzirüti;7058;Arosa;GR
Lobsigen;3268;Seedorf (BE);BE
Loc;3960;Randogne;VS
Locarno;6605;Locarno;TI
Locarno;6600;Locarno;TI
Locarno;6600;Locarno;TI
Loco;6661;Isorno;TI
Lodano;6678;Maggia;TI
Lodrino;6527;Lodrino;TI
Lohn GR;7433;Lohn (GR);GR
Lohn SH;8235;Lohn (SH);SH
Lohn-Ammannsegg;4573;Lohn-Ammannsegg;SO
Lohnstorf;3127;Lohnstorf;BE
Lommis;9506;Lommis;TG
Lommiswil;4514;Lommiswil;SO
Lonay;1027;Lonay;VD
Longirod;1261;Longirod;VD
Lopagno;6956;Capriasca;TI
Lopagno;6956;Capriasca;TI
Lopagno;6956;Capriasca;TI
Losone;6616;Losone;TI
Lossy;1782;La Sonnaz;FR
Lostallo;6558;Lostallo;GR
Lostorf;4654;Lostorf;SO
Lottigna;6716;Acquarossa;TI
Lotzwil;4932;Lotzwil;BE
Lourtier;1948;Bagnes;VS
Lovatens;1682;Lovatens;VD
Lovens;1756;La Brillaz;FR
Loveresse;2732;Loveresse;BE
Luc (Ayent);1966;Ayent;VS
Lucelle;2807;Pleigne;JU
Lucens;1522;Lucens;VD
Luchsingen;8775;Glarus Süd;GL
Ludiano;6721;Serravalle;TI
Lufingen;8426;Lufingen;ZH
Lugaggia;6953;Capriasca;TI
Lugaggia;6953;Capriasca;TI
Lugano;6900;Lugano;TI
Lugnez;2933;Lugnez;JU
Lugnorre;1789;Haut-Vully;FR
Luins;1184;Luins;VD
Lully FR;1470;Lully (FR);FR
Lully VD;1132;Lully (VD);VD
Lumbrein;7148;Lumnezia;GR
Lumino;6533;Lumino;TI
Lunden;7222;Schiers;GR
Lungern;6078;Lungern;OW
Lupfig;5242;Lupfig;AG
Lupsingen;4419;Lupsingen;BL
Lurtigen;3215;Lurtigen;FR
Lussery-Villars;1307;Lussery-Villars;VD
Lussy FR;1690;La Folliaz;FR
Lussy-sur-Morges;1167;Lussy-sur-Morges;VD
Lustdorf;8512;Thundorf;TG
Lustmühle;9062;Teufen (AR);AR
Luterbach;4542;Luterbach;SO
Luthern;6156;Luthern;LU
Luthern Bad;6156;Luthern;LU
Lutry;1095;Lutry;VD
Lutzenberg;9426;Lutzenberg;AR
Luven;7141;Ilanz/Glion;GR
Luzein;7242;Luzein;GR
Luzern;6004;Luzern;LU
Luzern;6014;Luzern;LU
Luzern;6005;Luzern;LU
Luzern;6003;Luzern;LU
Luzern;6015;Luzern;LU
Luzern;6006;Luzern;LU
Lyss;3250;Lyss;BE
Lyssach;3421;Lyssach;BE
Lyssach;3421;Oberburg;BE
Längenbühl;3636;Forst-Längenbühl;BE
Lätti;3053;Rapperswil (BE);BE
Läufelfingen;4448;Läufelfingen;BL
Léchelles;1773;Léchelles;FR
Löhningen;8224;Löhningen;SH
Lömmenschwil;9308;Häggenschwil;SG
Lü;7534;Val Müstair;GR
Lüchingen;9450;Altstätten;SG
Lüen;7027;Arosa;GR
Lüscherz;2576;Lüscherz;BE
Lüsslingen;4574;Lüsslingen-Nennigkofen;SO
Lüterkofen;4571;Lüterkofen-Ichertswil;SO
Lüterswil;4584;Lüterswil-Gächliwil;SO
Lütisburg;9604;Lütisburg;SG
Lütisburg Station;9601;Lütisburg;SG
Lütschental;3816;Lütschental;BE
Lützelflüh-Goldbach;3432;Lützelflüh;BE
Macolin;2532;Evilard;BE
Madetswil;8322;Russikon;ZH
Madiswil;4934;Madiswil;BE
Madonna del Piano;6995;Croglio;TI
Madrano;6780;Airolo;TI
Madulain;7523;Madulain;GR
Madulain;7523;Madulain;GR
Magadino;6573;Gambarogno;TI
Magden;4312;Magden;AG
Maggia;6673;Maggia;TI
Magliaso;6983;Magliaso;TI
Maglio di Colla;6959;Lugano;TI
Magnedens;1727;Corpataux-Magnedens;FR
Maienfeld;7304;Maienfeld;GR
Mairengo;6763;Faido;TI
Maisprach;4464;Maisprach;BL
Maladers;7026;Maladers;GR
Malans GR;7208;Malans;GR
Malans SG;9479;Wartau;SG
Malix;7074;Churwalden;GR
Malleray;2735;Valbirse;BE
Maloja;7516;Bregaglia;GR
Malters;6102;Malters;LU
Malvaglia;6713;Serravalle;TI
Mamishaus;3152;Schwarzenburg;BE
Mammern;8265;Mammern;TG
Mandach;5318;Mandach;AG
Mannenbach-Salenstein;8268;Salenstein;TG
Mannens;1775;Montagny (FR);FR
Manno;6928;Manno;TI
Maracon;1613;Maracon;VD
Marbach LU;6196;Escholzmatt-Marbach;LU
Marbach SG;9437;Marbach (SG);SG
Marchissy;1261;Marchissy;VD
Mariastein;4115;Metzerlen-Mariastein;SO
Marin-Epagnier;2074;La Tène;NE
Marly;1723;Marly;FR
Marmorera;7456;Marmorera;GR
Marnand;1524;Valbroye;VD
Maroggia;6817;Maroggia;TI
Marolta;6723;Acquarossa;TI
Marolta;6723;Acquarossa;TI
Marolta;6723;Acquarossa;TI
Marsens;1633;Marsens;FR
Marthalen;8460;Marthalen;ZH
Martherenges;1063;Montanaire;VD
Martigny;1920;Martigny;VS
Martigny-Croix;1921;Martigny-Combe;VS
Martina;7560;Valsot;GR
Martisberg;3994;Bettmeralp;VS
Maschwanden;8933;Maschwanden;ZH
Mase;1968;Mont-Noble;VS
Masein;7425;Masein;GR
Maseltrangen;8723;Schänis;SG
Massagno;6900;Massagno;TI
Massongex;1869;Massongex;VS
Massonnens;1692;Massonnens;FR
Mastrils;7303;Landquart;GR
Mathod;1438;Mathod;VD
Mathon;7433;Mathon;GR
Matran;1753;Matran;FR
Matt;8766;Glarus Süd;GL
Matten (St. Stephan);3773;St. Stephan;BE
Matten b. Interlaken;3800;Matten bei Interlaken;BE
Mattstetten;3322;Mattstetten;BE
Mattwil;8585;Birwinken;TG
Matzendorf;4713;Matzendorf;SO
Matzingen;9548;Matzingen;TG
Mauborget;1453;Mauborget;VD
Mauensee;6216;Mauensee;LU
Maules;1625;Sâles;FR
Maur;8124;Maur;ZH
Mauraz;1148;Mauraz;VD
Mauren FL;9493;Mauren;LI
Mauren TG;8576;Berg (TG);TG
Mayens-de-Chamoson;1911;Chamoson;VS
Mayens-de-la-Zour (Savièse);1965;Savièse;VS
Medeglia;6809;Comunanza Cadenazzo/Monteceneri;TI
Medeglia;6809;Monteceneri;TI
Medels im Rheinwald;7436;Splügen;GR
Meggen;6045;Meggen;LU
Mehlsecken;6260;Reiden;LU
Meien;6485;Wassen;UR
Meienberg;5643;Sins;AG
Meienried;3294;Meienried;BE
Meierskappel;6344;Meierskappel;LU
Meikirch;3045;Meikirch;BE
Meilen;8706;Meilen;ZH
Meinier;1252;Meinier;GE
Meinisberg;2554;Meinisberg;BE
Meiringen;3860;Meiringen;BE
Meisterschwanden;5616;Meisterschwanden;AG
Melano;6818;Melano;TI
Melchnau;4917;Melchnau;BE
Melchsee-Frutt;6068;Kerns;OW
Melchtal;6067;Kerns;OW
Melide;6815;Melide;TI
Mellikon;5465;Mellikon;AG
Mellingen;5507;Mellingen;AG
Mels;8887;Mels;SG
Meltingen;4233;Meltingen;SO
Mendrisio;6850;Mendrisio;TI
Menzberg;6125;Menznau;LU
Menzengrüt;8546;Wiesendangen;ZH
Menziken;5737;Menziken;AG
Menzingen;6313;Menzingen;ZG
Menznau;6122;Menznau;LU
Menzonio;6692;Lavizzara;TI
Merenschwand;5634;Merenschwand;AG
Mergoscia;6647;Mergoscia;TI
Meride;6866;Mendrisio;TI
Merishausen;8232;Merishausen;SH
Merligen;3658;Sigriswil;BE
Merlischachen;6402;Küssnacht (SZ);SZ
Mervelier;2827;Mervelier;JU
Merzligen;3274;Merzligen;BE
Mesocco;6563;Mesocco;GR
Messen;3254;Messen;SO
Mettau;5274;Mettauertal;AG
Mettembert;2806;Mettembert;JU
Mettendorf TG;8553;Hüttlingen;TG
Mettlen;9517;Bussnang;TG
Mettmenstetten;8932;Mettmenstetten;ZH
Metzerlen;4116;Metzerlen-Mariastein;SO
Mex VD;1031;Mex (VD);VD
Mex VS;1890;Saint-Maurice;VS
Meyriez;3280;Meyriez;FR
Meyrin;1217;Meyrin;GE
Mezzovico;6805;Mezzovico-Vira;TI
Mezzovico;6805;Monteceneri;TI
Middes;1749;Torny;FR
Mies;1295;Mies;VD
Miex;1896;Vouvry;VS
Miglieglia;6986;Miglieglia;TI
Milken;3157;Schwarzenburg;BE
Minusio;6648;Minusio;TI
Miralago;7743;Poschiavo;GR
Mirchel;3532;Mirchel;BE
Misery;1721;Misery-Courtion;FR
Mission;3961;Anniviers;VS
Missy;1565;Missy;VD
Misériez (Salins);1991;Sion;VS
Mitlödi;8756;Glarus Süd;GL
Mittelhäusern;3147;Köniz;BE
Miège;3972;Miège;VS
Miécourt;2946;La Baroche;JU
Mogelsberg;9122;Neckertal;SG
Moghegno;6677;Maggia;TI
Moiry VD;1148;Moiry;VD
Molare;6760;Faido;TI
Moleno;6524;Moleno;TI
Molinazzo di Monteggio;6995;Monteggio;TI
Molinis;7056;Arosa;GR
Mollens VD;1146;Mollens (VD);VD
Mollens VS;3974;Mollens (VS);VS
Mollie-Margot;1073;Savigny;VD
Mollis;8753;Glarus Nord;GL
Molondin;1415;Molondin;VD
Mols;8885;Quarten;SG
Moléson-sur-Gruyères;1663;Gruyères;FR
Mon;7458;Albula/Alvra;GR
Moneto;6659;Centovalli;TI
Monible;2715;Petit-Val;BE
Monnaz;1125;Echichens;VD
Mont-Crosin;2610;Cormoret;BE
Mont-Soleil;2610;Saint-Imier;BE
Mont-Tramelan;2723;Mont-Tramelan;BE
Mont-de-Buttes;2116;Val-de-Travers;NE
Mont-la-Ville;1148;Mont-la-Ville;VD
Mont-sur-Rolle;1185;Mont-sur-Rolle;VD
Montagne-de-Courtelary;2608;Cortébert;BE
Montagne-de-Sonvilier;2615;Sonvilier;BE
Montagnola;6926;Collina d'Oro;TI
Montagnon (Leytron);1912;Leytron;VS
Montagny-la-Ville;1776;Montagny (FR);FR
Montagny-les-Monts;1774;Montagny (FR);FR
Montagny-près-Yverdon;1442;Montagny-près-Yverdon;VD
Montalchez;2027;Montalchez;NE
Montana;3963;Montana;VS
Montaubion-Chardonney;1041;Jorat-Menthue;VD
Montavon;2857;Boécourt;JU
Montbovon;1669;Haut-Intyamon;FR
Montbrelloz;1475;Vernay;FR
Montcherand;1354;Montcherand;VD
Monte;6875;Castel San Pietro;TI
Monte Carasso;6513;Monte Carasso;TI
Monteiller (Savièse);1965;Savièse;VS
Montenol;2884;Clos du Doubs;JU
Montet (Broye);1483;Les Montets;FR
Montet (Glâne);1674;Montet (Glâne);FR
Montezillon;2037;Rochefort;NE
Montfaucon;2362;Montfaucon;JU
Montfavergier;2362;Montfaucon;JU
Montherod;1174;Montherod;VD
Monthey;1870;Monthey;VS
Monthey;1870;Monthey;VS
Montignez;2924;Basse-Allaine;JU
Montlingen;9462;Oberriet (SG);SG
Montlingen;9462;Oberriet (SG);SG
Montmagny;1587;Vully-les-Lacs;VD
Montmelon;2883;Clos du Doubs;JU
Montmollin;2037;Val-de-Ruz;NE
Montpreveyres;1081;Montpreveyres;VD
Montreux;1820;Montreux;VD
Montricher;1147;Montricher;VD
Montsevelier;2828;Val Terbi;JU
Montévraz;1724;Le Mouret;FR
Moosleerau;5054;Moosleerau;AG
Moosseedorf;3302;Moosseedorf;BE
Morbio Inferiore;6834;Morbio Inferiore;TI
Morbio Superiore;6835;Breggia;TI
Morcles;1892;Lavey-Morcles;VD
Morcote;6922;Morcote;TI
Morens FR;1541;Morens (FR);FR
Morgarten;6315;Oberägeri;ZG
Morges;1110;Morges;VD
Morgins;1875;Troistorrents;VS
Morissen;7143;Lumnezia;GR
Morlens;1674;Ursy;FR
Morlon;1638;Morlon;FR
Morrens VD;1054;Morrens (VD);VD
Morschach;6443;Morschach;SZ
Mosen;6295;Hitzkirch;LU
Mosnang;9607;Mosnang;SG
Mosogno;6611;Mosogno;TI
Mossel;1675;Ursy;FR
Motto (Blenio);6721;Acquarossa;TI
Moudon;1510;Moudon;VD
Moutier;2740;Moutier;BE
Movelier;2812;Movelier;JU
Mugena;6939;Alto Malcantone;TI
Muggio;6838;Breggia;TI
Muhen;5037;Muhen;AG
Mulegns;7455;Mulegns;GR
Mumpf;4322;Mumpf;AG
Mumpé Medel;7183;Disentis/Mustér;GR
Mund;3903;Naters;VS
Muntelier;3286;Muntelier;FR
Muolen;9313;Muolen;SG
Muotathal;6436;Muotathal;SZ
Mur (Vully) FR;1787;Haut-Vully;FR
Mur (Vully) VD;1787;Vully-les-Lacs;VD
Muralto;6600;Muralto;TI
Muraz (Collombey);1893;Collombey-Muraz;VS
Muraz (Sierre);3960;Sierre;VS
Murg;8877;Quarten;SG
Murgenthal;4853;Murgenthal;AG
Murgenthal;4853;Murgenthal;AG
Muri AG;5630;Muri (AG);AG
Muri b. Bern;3074;Muri bei Bern;BE
Muriaux;2338;Muriaux;JU
Murist;1489;Murist;FR
Murten;3280;Murten;FR
Murzelen;3034;Wohlen bei Bern;BE
Mutrux;1428;Mutrux;VD
Mutten;7431;Mutten;GR
Muttenz;4132;Muttenz;BL
Muzzano;6933;Muzzano;TI
Mädris-Vermol;8886;Mels;SG
Mägenwil;5506;Mägenwil;AG
Männedorf;8708;Männedorf;ZH
Märstetten;8560;Märstetten;TG
Märwil;9562;Affeltrangen;TG
Ménières;1533;Ménières;FR
Mézery-près-Donneloye;1407;Donneloye;VD
Mézières FR;1684;Mézières (FR);FR
Mézières VD;1083;Mézières (VD);VD
Môtier (Vully);1787;Haut-Vully;FR
Môtiers NE;2112;Val-de-Travers;NE
Möhlin;4313;Möhlin;AG
Mönchaltorf;8617;Mönchaltorf;ZH
Mönthal;5237;Mönthal;AG
Mörel;3983;Mörel-Filet;VS
Mörigen;2572;Mörigen;BE
Möriken AG;5103;Möriken-Wildegg;AG
Mörschwil;9402;Mörschwil;SG
Mötschwil;3324;Mötschwil;BE
Mühlau;5642;Mühlau;AG
Mühlebach (Goms);3995;Ernen;VS
Mühlebach (Goms);3995;Ernen;VS
Mühleberg;3203;Mühleberg;BE
Mühledorf BE;3116;Mühledorf (BE);BE
Mühledorf SO;4583;Buchegg;SO
Mühlehorn;8874;Glarus Nord;GL
Mühlethal;4812;Zofingen;AG
Mühlethurnen;3127;Mühlethurnen;BE
Mühlrüti;9613;Mosnang;SG
Mülchi;3317;Fraubrunnen;BE
Mülenen;3711;Aeschi bei Spiez;BE
Müllheim Dorf;8555;Müllheim;TG
Müllheim-Wigoltingen;8554;Wigoltingen;TG
Mülligen;5243;Mülligen;AG
Mümliswil;4717;Mümliswil-Ramiswil;SO
Münchenbuchsee;3053;Münchenbuchsee;BE
Münchenstein;4142;Münchenstein;BL
Münchenwiler;1797;Münchenwiler;BE
Münchringen;3303;Jegenstorf;BE
Münchwilen AG;4333;Münchwilen (AG);AG
Münchwilen TG;9542;Münchwilen (TG);TG
Münsingen;3110;Münsingen;BE
Münster VS;3985;Münster-Geschinen;VS
Münsterlingen;8596;Münsterlingen;TG
Müntschemier;3225;Müntschemier;BE
Mürren;3825;Lauterbrunnen;BE
Müselbach;9602;Kirchberg (SG);SG
Müstair;7537;Val Müstair;GR
Müswangen;6289;Hitzkirch;LU
Nassen;9123;Neckertal;SG
Nassenwil;8155;Niederhasli;ZH
Naters;3904;Naters;VS
Nax;1973;Mont-Noble;VS
Naz;1041;Montilliez;VD
Nebikon;6244;Nebikon;LU
Necker;9126;Oberhelfenschwil;SG
Neerach;8173;Neerach;ZH
Neftenbach;8413;Neftenbach;ZH
Neggio;6991;Neggio;TI
Neirivue;1669;Haut-Intyamon;FR
Nendeln;9485;Eschen;LI
Nennigkofen;4574;Lüsslingen-Nennigkofen;SO
Nenzlingen;4224;Nenzlingen;BL
Neschwil;8484;Weisslingen;ZH
Nesselnbach;5524;Niederwil (AG);AG
Nesslau;9650;Nesslau;SG
Netstal;8754;Glarus;GL
Neu St. Johann;9652;Nesslau;SG
Neuchâtel;2000;Neuchâtel;NE
Neudorf;6025;Beromünster;LU
Neuendorf;4623;Neuendorf;SO
Neuenegg;3176;Neuenegg;BE
Neuenhof;5432;Neuenhof;AG
Neuenkirch;6206;Neuenkirch;LU
Neuhaus SG;8732;Eschenbach (SG);SG
Neuhausen am Rheinfall;8212;Neuhausen am Rheinfall;SH
Neuheim;6345;Neuheim;ZG
Neukirch (Egnach);9315;Egnach;TG
Neukirch an der Thur;9217;Kradolf-Schönenberg;TG
Neunkirch;8213;Neunkirch;SH
Neuwilen;8566;Kemmental;TG
Neuägeri;6314;Unterägeri;ZG
Neyruz FR;1740;Neyruz (FR);FR
Neyruz-sur-Moudon;1515;Montanaire;VD
Nidau;2560;Nidau;BE
Nidfurn;8772;Glarus Süd;GL
Niederbipp;4704;Niederbipp;BE
Niederbuchsiten;4626;Niederbuchsiten;SO
Niederbüren;9246;Niederbüren;SG
Niederdorf;4435;Niederdorf;BL
Niedergampel;3945;Gampel-Bratsch;VS
Niedergesteln;3942;Niedergesteln;VS
Niederglatt SG;9240;Oberuzwil;SG
Niederglatt ZH;8172;Niederglatt;ZH
Niedergösgen;5013;Niedergösgen;SO
Niederhasli;8155;Niederhasli;ZH
Niederhelfenschwil;9527;Niederhelfenschwil;SG
Niederhünigen;3504;Niederhünigen;BE
Niederlenz;5702;Niederlenz;AG
Niedermuhlern;3087;Niedermuhlern;BE
Niederneunforn;8525;Neunforn;TG
Niederrickenbach;6383;Oberdorf (NW);NW
Niederried b. Interlaken;3853;Niederried bei Interlaken;BE
Niederried b. Kallnach;3283;Kallnach;BE
Niederrohrdorf;5443;Niederrohrdorf;AG
Niederscherli;3145;Köniz;BE
Niederstetten;9249;Uzwil;SG
Niederstocken;3632;Stocken-Höfen;BE
Niederteufen;9052;Teufen (AR);AR
Niederurnen;8867;Glarus Nord;GL
Niederuzwil;9244;Uzwil;SG
Niederwald;3989;Niederwald;VS
Niederwangen b. Bern;3172;Köniz;BE
Niederweningen;8166;Niederweningen;ZH
Niederwil AG;5524;Niederwil (AG);AG
Niederwil SG;9203;Oberbüren;SG
Niederwil SO;4523;Riedholz;SO
Niederönz;3362;Niederönz;BE
Niederösch;3424;Niederösch;BE
Nierlet-les-Bois;1772;Ponthaux;FR
Niouc;3960;Anniviers;VS
Niva (Vallemaggia);6683;Campo (Vallemaggia);TI
Nivo;6746;Faido;TI
Nods;2518;Nods;BE
Noflen BE;3116;Noflen;BE
Nohl;8212;Laufen-Uhwiesen;ZH
Noiraigue;2103;Val-de-Travers;NE
Noréaz;1757;Noréaz;FR
Nottwil;6207;Nottwil;LU
Novaggio;6986;Novaggio;TI
Novalles;1431;Novalles;VD
Novazzano;6883;Novazzano;TI
Noville;1845;Noville;VD
Noës;3976;Sierre;VS
Nufenen;7437;Nufenen;GR
Nuglar;4412;Nuglar-St. Pantaleon;SO
Nunningen;4208;Nunningen;SO
Nussbaumen AG;5415;Obersiggenthal;AG
Nussbaumen TG;8537;Hüttwilen;TG
Nusshof;4453;Nusshof;BL
Nuvilly;1485;Nuvilly;FR
Nyon;1260;Nyon;VD
Näfels;8752;Glarus Nord;GL
Nänikon;8606;Uster;ZH
Némiaz (Chamoson);1955;Chamoson;VS
Nürensdorf;8309;Nürensdorf;ZH
Obbürgen;6363;Stansstad;NW
Oberaach;8587;Amriswil;TG
Oberarth;6414;Arth;SZ
Oberbalm;3096;Oberbalm;BE
Oberbalmberg;4524;Balm bei Günsberg;SO
Oberbipp;4538;Oberbipp;BE
Oberbuchsiten;4625;Oberbuchsiten;SO
Oberburg;3414;Oberburg;BE
Oberbussnang;9565;Bussnang;TG
Oberbüren;9245;Oberbüren;SG
Oberbütschel;3088;Rüeggisberg;BE
Oberdiessbach;3672;Oberdiessbach;BE
Oberdorf BL;4436;Oberdorf (BL);BL
Oberdorf NW;6370;Oberdorf (NW);NW
Oberdorf SO;4515;Oberdorf (SO);SO
Oberegg;9413;Oberegg;AI
Oberegg;9413;Oberegg;AI
Oberembrach;8425;Oberembrach;ZH
Oberems;3948;Oberems;VS
Oberengstringen;8102;Oberengstringen;ZH
Oberentfelden;5036;Oberentfelden;AG
Oberflachs;5108;Schinznach;AG
Oberfrittenbach;3551;Langnau im Emmental;BE
Obergerlafingen;4564;Obergerlafingen;SO
Obergesteln;3988;Obergoms;VS
Oberglatt ZH;8154;Oberglatt;ZH
Obergoldbach;3434;Landiswil;BE
Obergösgen;4653;Obergösgen;SO
Oberhallau;8216;Oberhallau;SH
Oberhasli;8156;Niederhasli;ZH
Oberhelfenschwil;9621;Oberhelfenschwil;SG
Oberhof;5062;Oberhof;AG
Oberhofen AG;5273;Mettauertal;AG
Oberhofen TG;8574;Lengwil;TG
Oberhofen am Thunersee;3653;Oberhofen am Thunersee;BE
Oberhünigen;3504;Oberhünigen;BE
Oberiberg;8843;Oberiberg;SZ
Oberkirch LU;6208;Oberkirch;LU
Oberkulm;5727;Oberkulm;AG
Oberlunkhofen;8917;Oberlunkhofen;AG
Obermumpf;4324;Obermumpf;AG
Obermutten;7431;Mutten;GR
Obernau;6012;Kriens;LU
Oberneunforn;8526;Neunforn;TG
Oberramsern;4588;Messen;SO
Oberrickenbach;6387;Wolfenschiessen;NW
Oberried FR;1724;Le Mouret;FR
Oberried am Brienzersee;3854;Oberried am Brienzersee;BE
Oberrieden;8942;Oberrieden;ZH
Oberriet SG;9463;Oberriet (SG);SG
Oberrindal;9604;Jonschwil;SG
Oberrohrdorf;5452;Oberrohrdorf;AG
Oberrüti;5647;Oberrüti;AG
Obersaxen;7134;Obersaxen;GR
Oberschan;9479;Wartau;SG
Oberschrot;1716;Oberschrot;FR
Oberstammheim;8477;Oberstammheim;ZH
Obersteckholz;4924;Obersteckholz;BE
Oberstetten;9249;Uzwil;SG
Oberstocken;3632;Stocken-Höfen;BE
Oberterzen;8884;Quarten;SG
Oberthal;3531;Oberthal;BE
Oberurnen;8868;Glarus Nord;GL
Oberuzwil;9242;Oberuzwil;SG
Oberwald;3999;Obergoms;VS
Oberwangen TG;8374;Fischingen;TG
Oberwangen b. Bern;3173;Köniz;BE
Oberweningen;8165;Oberweningen;ZH
Oberwil (Dägerlen);8471;Dägerlen;ZH
Oberwil BL;4104;Oberwil (BL);BL
Oberwil b. Büren;3298;Oberwil bei Büren;BE
Oberwil b. Zug;6317;Zug;ZG
Oberwil im Simmental;3765;Oberwil im Simmental;BE
Oberwil-Lieli;8966;Oberwil-Lieli;AG
Oberägeri;6315;Oberägeri;ZG
Oberönz;3363;Herzogenbuchsee;BE
Oberösch;3424;Oberösch;BE
Obfelden;8912;Obfelden;ZH
Obstalden;8758;Glarus Nord;GL
Ochlenberg;3367;Ochlenberg;BE
Ocourt;2889;Clos du Doubs;JU
Odogno;6951;Capriasca;TI
Oekingen;4566;Oekingen;SO
Oensingen;4702;Oensingen;SO
Oerlingen;8461;Kleinandelfingen;ZH
Oeschenbach;4943;Oeschenbach;BE
Oeschgen;5072;Oeschgen;AG
Oeschseite;3776;Zweisimmen;BE
Oetwil am See;8618;Oetwil am See;ZH
Oetwil an der Limmat;8955;Oetwil an der Limmat;ZH
Oey;3753;Diemtigen;BE
Oftringen;4665;Oftringen;AG
Ogens;1045;Ogens;VD
Oggio;6955;Capriasca;TI
Oggio;6955;Capriasca;TI
Ohmstal;6143;Schötz;LU
Oleyres;1580;Avenches;VD
Olivone;6718;Blenio;TI
Ollon VD;1867;Ollon;VD
Ollon VS;3971;Chermignon;VS
Olsberg;4305;Olsberg;AG
Olten;4600;Olten;SO
Oltingen;4494;Oltingen;BL
Onex;1213;Onex;GE
Onnens FR;1756;La Brillaz;FR
Onnens VD;1425;Onnens (VD);VD
Opfershofen TG;8584;Bürglen (TG);TG
Opfertshofen SH;8236;Thayngen;SH
Opfikon;8152;Opfikon;ZH
Oppens;1047;Oppens;VD
Oppikon;9565;Bussnang;TG
Oppligen;3629;Oppligen;BE
Orbe;1350;Orbe;VD
Orges;1430;Orges;VD
Orient;1341;Le Chenit;VD
Origlio;6945;Origlio;TI
Ormalingen;4466;Ormalingen;BL
Ormône (Savièse);1965;Savièse;VS
Orny;1317;Orny;VD
Oron-la-Ville;1610;Oron;VD
Oron-le-Châtel;1608;Oron;VD
Orpund;2552;Orpund;BE
Orselina;6644;Orselina;TI
Orsières;1937;Orsières;VS
Orsonnens;1694;Villorsonnens;FR
Ortschwaben;3042;Meikirch;BE
Orvin;2534;Orvin;BE
Orzens;1413;Orzens;VD
Oschwand;3476;Ochlenberg;BE
Osco;6763;Faido;TI
Osogna;6703;Osogna;TI
Ospizio Bernina;7710;Poschiavo;GR
Ossingen;8475;Ossingen;ZH
Osterfingen;8218;Wilchingen;SH
Ostermundigen;3072;Ostermundigen;BE
Otelfingen;8112;Otelfingen;ZH
Othmarsingen;5504;Othmarsingen;AG
Ottenbach;8913;Ottenbach;ZH
Ottikon (Gossau ZH);8626;Gossau (ZH);ZH
Ottikon b. Kemptthal;8307;Illnau-Effretikon;ZH
Ottoberg;8561;Märstetten;TG
Oulens-sous-Echallens;1377;Oulens-sous-Echallens;VD
Oulens-sur-Lucens;1522;Lucens;VD
Ovronnaz;1911;Leytron;VS
Pagig;7028;Arosa;GR
Pailly;1416;Pailly;VD
Palagnedra;6657;Centovalli;TI
Palasuit (Liddes);1945;Liddes;VS
Palézieux;1607;Oron;VD
Palézieux-Village;1607;Oron;VD
Pambio-Noranco;6915;Lugano;TI
Pampigny;1142;Pampigny;VD
Panex;1867;Ollon;VD
Pany;7243;Luzein;GR
Paradiso;6900;Paradiso;TI
Parpan;7076;Churwalden;GR
Parsonz;7464;Riom-Parsonz;GR
Paspels;7417;Domleschg;GR
Passugg;7062;Churwalden;GR
Paudex;1094;Paudex;VD
Payerne;1530;Payerne;VD
Pazzallo;6912;Lugano;TI
Peccia;6695;Lavizzara;TI
Pedrinate;6832;Chiasso;TI
Peiden;7110;Lumnezia;GR
Peist;7029;Arosa;GR
Peney-le-Jorat;1059;Jorat-Menthue;VD
Pensier;1783;Barberêche;FR
Penthalaz;1305;Penthalaz;VD
Penthaz;1303;Penthaz;VD
Penthéréaz;1375;Penthéréaz;VD
Perlen;6035;Buchrain;LU
Perly;1258;Perly-Certoux;GE
Perrefitte;2742;Perrefitte;BE
Perroy;1166;Perroy;VD
Personico;6744;Personico;TI
Peseux;2034;Peseux;NE
Petit Vichères (Liddes);1945;Liddes;VS
Petit-Lancy;1213;Lancy;GE
Petit-Martel;2316;Les Ponts-de-Martel;NE
Peyres-Possens;1063;Montanaire;VD
Pfaffhausen;8118;Fällanden;ZH
Pfaffnau;6264;Pfaffnau;LU
Pfeffikon LU;5735;Rickenbach (LU);LU
Pfeffingen;4148;Pfeffingen;BL
Pfungen;8422;Pfungen;ZH
Pfyn;8505;Pfyn;TG
Pfäfers;7312;Pfäfers;SG
Pfäfers;7312;Pfäfers;SG
Pfäffikon SZ;8808;Freienbach;SZ
Pfäffikon ZH;8330;Pfäffikon;ZH
Piandera Paese;6959;Lugano;TI
Piandera Paese;6959;Lugano;TI
Pianezzo;6582;Pianezzo;TI
Piano di Peccia;6695;Lavizzara;TI
Piazzogna;6579;Gambarogno;TI
Pierrafortscha;1723;Pierrafortscha;FR
Pieterlen;2542;Pieterlen;BE
Pignia;7443;Andeer;GR
Pigniu;7156;Ilanz/Glion;GR
Piotta;6776;Quinto;TI
Pitasch;7111;Ilanz/Glion;GR
Pizy;1174;Aubonne;VD
Plaffeien;1716;Plaffeien;FR
Plagne;2536;Sauge;BE
Plan-les-Ouates;1228;Plan-les-Ouates;GE
Planken;9498;Planken;LI
